"","Site","Species","year","n","Latitude","Longitude","Subregion"
"1355","AA3052","DLAB","2024",1,24.61868,-82.9233,"Tortugas--Dry Tortugas NP"
"1356","AA3052","DLAB","2024",1,24.61868,-82.9233,"Tortugas--Dry Tortugas NP"
"1357","AA3052","DLAB","2024",1,24.61868,-82.9233,"Tortugas--Dry Tortugas NP"
"1358","AA3053","PSTR","2024",1,24.71058,-82.8711,"Tortugas--Dry Tortugas NP"
"1359","AA3056","CNAT","2024",1,24.72176,-82.8127,"Tortugas--Dry Tortugas NP"
"1360","AA3058","DLAB","2024",1,24.64749,-82.7869,"Tortugas--Dry Tortugas NP"
"1361","AA3059","PSTR","2024",2,24.65585,-82.8467,"Tortugas--Dry Tortugas NP"
"1362","AA3059","PSTR","2024",2,24.65585,-82.8467,"Tortugas--Dry Tortugas NP"
"1363","AA3060","CNAT","2024",1,24.59628,-82.9074,"Tortugas--Dry Tortugas NP"
"1364","AA3060","CNAT","2024",1,24.59628,-82.9074,"Tortugas--Dry Tortugas NP"
"1365","AA3060","CNAT","2024",1,24.59628,-82.9074,"Tortugas--Dry Tortugas NP"
"1366","AA3060","CNAT","2024",1,24.59628,-82.9074,"Tortugas--Dry Tortugas NP"
"1367","AA3060","PSTR","2024",3,24.59628,-82.9074,"Tortugas--Dry Tortugas NP"
"1368","AA3060","PSTR","2024",3,24.59628,-82.9074,"Tortugas--Dry Tortugas NP"
"1369","AA3060","PSTR","2024",3,24.59628,-82.9074,"Tortugas--Dry Tortugas NP"
"1370","AA3060","PSTR","2024",3,24.59628,-82.9074,"Tortugas--Dry Tortugas NP"
"1371","AA3064","PSTR","2024",1,26.94327,-80.02805,"North Palm Beach"
"1372","AA3068","PSTR","2024",1,26.0954,-80.1012,"Broward-Miami"
"1373","AA3069","PSTR","2024",2,26.0981,-80.1011,"Broward-Miami"
"1374","AA3069","PSTR","2024",2,26.0981,-80.1011,"Broward-Miami"
"1375","AA3071","PSTR","2024",1,26.0954,-80.0957,"Broward-Miami"
"1376","AA3074","CNAT","2024",1,26.0963,-80.0949,"Broward-Miami"
"1377","AA3075","PSTR","2024",2,26.0982,-80.0939,"Broward-Miami"
"1378","AA3075","PSTR","2024",2,26.0982,-80.0939,"Broward-Miami"
"1379","AA3082","PSTR","2024",1,26.092,-80.0962,"Broward-Miami"
"1380","AA3083","PSTR","2024",2,26.0911,-80.0964,"Broward-Miami"
"1381","AA3083","PSTR","2024",2,26.0911,-80.0964,"Broward-Miami"
"1382","AA3085","PSTR","2024",2,26.0919,-80.0937,"Broward-Miami"
"1383","AA3085","PSTR","2024",2,26.0919,-80.0937,"Broward-Miami"
"1384","AA3086","PSTR","2024",1,26.0911,-80.094,"Broward-Miami"
"1385","AA3088","PSTR","2024",1,26.0957,-80.0915,"Broward-Miami"
"1386","AA3099","CNAT","2024",2,26.5728,-80.025483,"South Palm Beach"
"1387","AA3099","CNAT","2024",2,26.5728,-80.025483,"South Palm Beach"
"1388","AA3099","CNAT","2024",2,26.5728,-80.025483,"South Palm Beach"
"1389","AA3099","PSTR","2024",1,26.5728,-80.025483,"South Palm Beach"
"1390","AA3099","PSTR","2024",1,26.5728,-80.025483,"South Palm Beach"
"1391","AA3099","PSTR","2024",1,26.5728,-80.025483,"South Palm Beach"
"1392","AA3100","PSTR","2024",1,26.5679,-80.026967,"South Palm Beach"
"1393","AA3101","PSTR","2024",1,26.510883,-80.03375,"South Palm Beach"
"1394","AA3101","PSTR","2024",1,26.510883,-80.03375,"South Palm Beach"
"1395","AA3101","PSTR","2024",1,26.510883,-80.03375,"South Palm Beach"
"1396","AA3101","CNAT","2024",2,26.510883,-80.03375,"South Palm Beach"
"1397","AA3101","CNAT","2024",2,26.510883,-80.03375,"South Palm Beach"
"1398","AA3101","CNAT","2024",2,26.510883,-80.03375,"South Palm Beach"
"1399","AA3103","PSTR","2024",2,26.448067,-80.04645,"South Palm Beach"
"1400","AA3103","PSTR","2024",2,26.448067,-80.04645,"South Palm Beach"
"1401","AA3104","DLAB","2024",1,26.4413,-80.046983,"South Palm Beach"
"1402","AA3105","CNAT","2024",1,26.436367,-80.047517,"South Palm Beach"
"1403","AA3108","PSTR","2024",1,24.68165,-80.97305,"Middle Keys"
"1404","AA3108","PSTR","2024",1,24.68165,-80.97305,"Middle Keys"
"1405","AA3108","PSTR","2024",1,24.68165,-80.97305,"Middle Keys"
"1406","AA3108","PSTR","2024",1,24.68165,-80.97305,"Middle Keys"
"1407","AA3108","PSTR","2024",1,24.68165,-80.97305,"Middle Keys"
"1408","AA3108","PSTR","2024",1,24.68165,-80.97305,"Middle Keys"
"1409","AA3108","PSTR","2024",1,24.68165,-80.97305,"Middle Keys"
"1410","AA3108","PSTR","2024",1,24.68165,-80.97305,"Middle Keys"
"1411","AA3108","CNAT","2024",2,24.68165,-80.97305,"Middle Keys"
"1412","AA3108","CNAT","2024",2,24.68165,-80.97305,"Middle Keys"
"1413","AA3108","CNAT","2024",2,24.68165,-80.97305,"Middle Keys"
"1414","AA3108","CNAT","2024",2,24.68165,-80.97305,"Middle Keys"
"1415","AA3108","CNAT","2024",2,24.68165,-80.97305,"Middle Keys"
"1416","AA3108","CNAT","2024",2,24.68165,-80.97305,"Middle Keys"
"1417","AA3108","CNAT","2024",2,24.68165,-80.97305,"Middle Keys"
"1418","AA3108","CNAT","2024",2,24.68165,-80.97305,"Middle Keys"
"1419","AA3108","DLAB","2024",5,24.68165,-80.97305,"Middle Keys"
"1420","AA3108","DLAB","2024",5,24.68165,-80.97305,"Middle Keys"
"1421","AA3108","DLAB","2024",5,24.68165,-80.97305,"Middle Keys"
"1422","AA3108","DLAB","2024",5,24.68165,-80.97305,"Middle Keys"
"1423","AA3108","DLAB","2024",5,24.68165,-80.97305,"Middle Keys"
"1424","AA3108","DLAB","2024",5,24.68165,-80.97305,"Middle Keys"
"1425","AA3108","DLAB","2024",5,24.68165,-80.97305,"Middle Keys"
"1426","AA3108","DLAB","2024",5,24.68165,-80.97305,"Middle Keys"
"1427","AA3110","PSTR","2024",2,26.0985,-80.0959,"Broward-Miami"
"1428","AA3110","PSTR","2024",2,26.0985,-80.0959,"Broward-Miami"
"1429","AA3111","DLAB","2024",1,24.88223333,-80.55898333,"Mid-Upper Keys Transition"
"1430","AA3113","DLAB","2024",1,26.518,-80.032,"South Palm Beach"
"1431","AA3114","CNAT","2024",1,24.616434,-83.069942,"Tortugas--Tortugas Bank"
"1432","AAMQ24-39","CNAT","2024",1,24.45238,-82.12375,"Marquesas"
"1433","AAMQ24-4","CNAT","2024",1,24.45807,-82.57841,"Marquesas"
"1434","AAMQ24-4","CNAT","2024",1,24.45807,-82.57841,"Marquesas"
"1435","AAMQ24-4","CNAT","2024",1,24.45807,-82.57841,"Marquesas"
"1436","AAMQ24-4","CNAT","2024",1,24.45807,-82.57841,"Marquesas"
"1437","AAMQ24-4","PSTR","2024",3,24.45807,-82.57841,"Marquesas"
"1438","AAMQ24-4","PSTR","2024",3,24.45807,-82.57841,"Marquesas"
"1439","AAMQ24-4","PSTR","2024",3,24.45807,-82.57841,"Marquesas"
"1440","AAMQ24-4","PSTR","2024",3,24.45807,-82.57841,"Marquesas"
"1441","AAMQ24-40","DLAB","2024",1,24.47663,-82.2062,"Marquesas"
"1442","AAMQ24-40","DLAB","2024",1,24.47663,-82.2062,"Marquesas"
"1443","AAMQ24-40","DLAB","2024",1,24.47663,-82.2062,"Marquesas"
"1444","AAMQ24-40","DLAB","2024",1,24.47663,-82.2062,"Marquesas"
"1445","AAMQ24-40","PSTR","2024",3,24.47663,-82.2062,"Marquesas"
"1446","AAMQ24-40","PSTR","2024",3,24.47663,-82.2062,"Marquesas"
"1447","AAMQ24-40","PSTR","2024",3,24.47663,-82.2062,"Marquesas"
"1448","AAMQ24-40","PSTR","2024",3,24.47663,-82.2062,"Marquesas"
"1449","AAMQ24-43","PSTR","2024",2,24.45059,-82.09692,"Marquesas"
"1450","AAMQ24-43","PSTR","2024",2,24.45059,-82.09692,"Marquesas"
"1451","AAMQ24-46","CNAT","2024",1,24.45123,-82.08766,"Marquesas"
"1452","AAMQ24-49","CNAT","2024",1,24.4631,-81.98399,"Lower Keys"
"1453","AAMQ24-49","CNAT","2024",1,24.4631,-81.98399,"Lower Keys"
"1454","AAMQ24-49","DLAB","2024",1,24.4631,-81.98399,"Lower Keys"
"1455","AAMQ24-49","DLAB","2024",1,24.4631,-81.98399,"Lower Keys"
"1456","AAMQ24-58","CNAT","2024",1,24.45144,-82.59235,"Marquesas"
"1457","AAMQ24-58","CNAT","2024",1,24.45144,-82.59235,"Marquesas"
"1458","AAMQ24-58","PSTR","2024",1,24.45144,-82.59235,"Marquesas"
"1459","AAMQ24-58","PSTR","2024",1,24.45144,-82.59235,"Marquesas"
"1460","AAMQ24-61","CNAT","2024",1,24.44785,-82.56067,"Marquesas"
"1461","AAMQ24-7","CNAT","2024",1,24.47817,-82.01738,"Marquesas"
"1462","AAMQ24-7","CNAT","2024",1,24.47817,-82.01738,"Marquesas"
"1463","AAMQ24-7","DLAB","2024",1,24.47817,-82.01738,"Marquesas"
"1464","AAMQ24-7","DLAB","2024",1,24.47817,-82.01738,"Marquesas"
"1465","AAMQ24-70","CNAT","2024",1,24.45566,-82.56597,"Marquesas"
"1466","AAMQ24-70","CNAT","2024",1,24.45566,-82.56597,"Marquesas"
"1467","AAMQ24-70","CNAT","2024",1,24.45566,-82.56597,"Marquesas"
"1468","AAMQ24-70","PSTR","2024",1,24.45566,-82.56597,"Marquesas"
"1469","AAMQ24-70","PSTR","2024",1,24.45566,-82.56597,"Marquesas"
"1470","AAMQ24-70","PSTR","2024",1,24.45566,-82.56597,"Marquesas"
"1471","AAMQ24-70","DLAB","2024",1,24.45566,-82.56597,"Marquesas"
"1472","AAMQ24-70","DLAB","2024",1,24.45566,-82.56597,"Marquesas"
"1473","AAMQ24-70","DLAB","2024",1,24.45566,-82.56597,"Marquesas"
"1474","AAMQ24-89","PSTR","2024",1,24.48027,-81.95536,"Lower Keys"
